id,technology,tech_group,is_display
3054,Brainstorming,Idéation,1
3057,atelier d'idéation,Idéation,1
3193,idéation créativité,Idéation,1
3222,Creative Problem Solving,Idéation,1
3229,Facilitation,Idéation,1
3316,ideation workshop,Idéation,1
3345,Ideation facilitator,Idéation,1
3425,Atelier conception,Idéation,1
3435,Atelier d'idéation,Idéation,1
3537,Ateliers d'idéation,Idéation,1
3558,Skechnoting,Idéation,1
3574,Facilitator,Idéation,1
3656,Big idea,Idéation,1
3665,Atelier de créativité,Idéation,1
2526,ifcopenshell,IfcOpenShell,1
1523,Impression 3D,Impression 3D,1
2200,Inertia,Inertia.js,1
187,infogérance,Infogérance,1
1437,Infographie,Infographie,1
2978,infographie,Infographie,1
3504,Infographiste,Infographie,1
355,Chef de Projet Infrastructure,Infrastructure,1
1841,Infrastructure,Infrastructure,1
854,Software Engineering,Ingénierie logicielle,1
1005,Conception de logiciels,Ingénierie logicielle,1
1430,Architecte logiciel,Ingénierie logicielle,1
1793,Site Reliability Engineering,Ingénierie logicielle,1
1805,SRE,Ingénierie logicielle,1
2182,Ingénieur Logiciel,Ingénierie logicielle,1
2582,SOFTWARE ENGINEERING,Ingénierie logicielle,1
3069,Gamification,Ingénierie pédagogique,1
418,Serious Game,Ingénierie pédagogique,1
785,Ingénieur pédagogique,Ingénierie pédagogique,1
1373,Pédagogie,Ingénierie pédagogique,1
1431,Ingénieur système,Ingénierie système,1
1745,Systems Engineering,Ingénierie système,1
3748,System engineering,Ingénierie système,1
3758,Ingénierie système,Ingénierie système,1
766,Ingres,Ingres,1
1088,Inkscape,Inkscape,1
141,Intégration emailing,Intégration Emailing,1
142,Intégration newsletter,Intégration Emailing,1
294,Intégration emails,Intégration Emailing,1
444,Intégration Mail,Intégration Emailing,1
1245,Intégration Emailing,Intégration Emailing,1
2657,intégration emailing,Intégration Emailing,1
1297,integrateur web,Intégration Web,1
551,intégration web,Intégration Web,1
17,Intégration web,Intégration Web,1
506,Intégrateur Web,Intégration Web,1
680,Web integration,Intégration Web,1
1507,Intégrateur web,Intégration Web,1
2260,Intégration Web,Intégration Web,1
3776,Integration Web Sass,Intégration Web,1
1395,Integromat,Integromat,1
3127,Interaction Design,Interaction Design,1
3235,Interaction design,Interaction Design,1
3536,Design d'interaction,Interaction Design,1
3554,interaction designer,Interaction Design,1
277,IIS,Internet Information Services,1
159,Invision,InVision App,1
2847,invision,InVision App,1
2916,Invision Studio,InVision App,1
2984,InVision,InVision App,1
3220,Invision studio,InVision App,1
2752,Expert Inwink,Inwink,1
26,Ionic,Ionic,1
1100,Ionic Framework,Ionic,1
1208,ionic framework,Ionic,1
1369,Framework Ionic,Ionic,1
1461,ionic,Ionic,1
798,Internet des objets,IoT,1
1050,Arduino,IoT,1
1199,Logiciel embarqué,IoT,1
1444,IoT,IoT,1
1561,Objets connectés,IoT,1
1740,Embedded Software Programming,IoT,1
2145,Sigfox,IoT,1
2634,Bluetooth Low Energy,IoT,1
1949,Istio,Istio,1
2759,iView,iView,1
778,Ubuntu,JADE,1
781,JADE,JADE,1
124,JAMstack,JAMstack,1
341,JAMStack,JAMStack,1
454,Jamstack,JAMStack,1
2631,jamstack,JAMStack,1
1057,Jasmine,Jasmine,1
1684,AssertJ,Java,1
336,Java,Java,1
1051,JEE,Java,1
1434,Thymeleaf,Java,1
1541,Javacard,Java,1
1601,J2EE Web Services,Java,1
1608,Java Message Service (JMS),Java,1
1609,Java natif,Java,1
1633,Java EE,Java,1
1657,Java 8,Java,1
1853,PRA,Java,1
2014,java,Java,1
2119,Java Enterprise Edition,Java,1
2248,Rx Java,Java,1
2500,java11,Java,1
2624,PrimeNG,Java,1
1602,J2EE Application Development,Java,1
2497,Java Android,Java,1
648,JSP,Java,1
1169,JavaFX,Java,1
1611,JavaFx,Java,1
8,JavaScript,JavaScript,1
135,ES6,JavaScript,1
297,javascript,JavaScript,1
298,nativescript,JavaScript,1
352,javascript/Jquery,JavaScript,1
865,JavaScript Libraries,JavaScript,1
981,Browserify,JavaScript,1
984,es6,JavaScript,1
1052,JavaServer Faces,JavaScript,1
1113,JS (ES6),JavaScript,1
1133,TweenMax,JavaScript,1
1269,pug.js,JavaScript,1
1370,Bibliothèques JavaScript,JavaScript,1
1414,RxJS,JavaScript,1
1455,Es6,JavaScript,1
1531,vanilla,JavaScript,1
1532,Natif,JavaScript,1
1536,Js Canvas,JavaScript,1
1537,Js PeerConnection,JavaScript,1
1566,Alpine.js,JavaScript,1
1592,Express.js,JavaScript,1
1683,Javascript,JavaScript,1
1685,Vite.js,JavaScript,1
1699,ExpressJS,JavaScript,1
1978,JS,JavaScript,1
1995,Espresso,JavaScript,1
2181,HelmetJS,JavaScript,1
2261,alpineJs,JavaScript,1
2331,Nativescript,JavaScript,1
2353,js,JavaScript,1
2361,PhaserJS,JavaScript,1
2377,Cylon.js,JavaScript,1
2384,PDF.js,JavaScript,1
2388,FramerJS,JavaScript,1
2392,Erdjs,JavaScript,1
2615,ES2015+,JavaScript,1
2740,MERN stack,JavaScript,1
3182,"Web Development (Node, React, PHP)",JavaScript,1
3722,DOM,JavaScript,1
550,Jekyll,Jekyll,1
1085,Octopress,Jekyll,1
2764,jekyll,Jekyll,1
305,Jenkins,Jenkins,1
1655,Jenk,Jenkins,1
1671,jenkins,Jenkins,1
2098,CI/CD Jenkins,Jenkins,1
218,jest,Jest,1
1027,Jest,Jest,1
1650,JHipster,JHipster,1
1827,Jhipster,JHipster,1
215,Atlassian JIRA,Jira,1
1206,JIRA,Jira,1
2084,atlassian jira,Jira,1
95,Joomla,Joomla,1
1125,Seblod,Joomla,1
2652,joomla,Joomla,1
1659,JBoss EAP,Joss,1
731,JPA,JPA,1
91,jQuery,jQuery,1
296,jquery,jQuery,1
628,jQuery UI,jQuery,1
832,jQuery 3,jQuery,1
1330,JQuery,jQuery,1
2474,Jquery,jQuery,1
209,JSON,JSON,1
2240,json,JSON,1
458,JWT et Mongoose,JSON Web Token,1
841,JWT,JSON Web Token,1
1802,jwt,JSON Web Token,1
3697,JWT Token,JSON Web Token,1
1425,Juniper,Juniper,1
735,JUnit,JUnit,1
2108,Jupyter,Jupyter,1
2171,jupyter,Jupyter,1
1493,Kaban,Kaban,1
262,Kanban,Kanban,1
2087,kanban,Kanban,1
2418,Kanplan,Kanplan,1
833,KendoUI,KendoUI,1
1776,Keras,Keras,1
2291,keras,Keras,1
1205,Keycloak,Keycloak,1
3065,KeyShot,KeyShot,1
3137,Rendering (Keyshot),KeyShot,1
3145,Keyshot,KeyShot,1
3163,keyshot,KeyShot,1
838,Kiamo,Kiamo,1
796,Kibana,Kibana,1
1914,FinOps,kill,0
1637,Akeneo PIM,kill,0
3586,Ingénieur Produit,kill,0
3429,Pixel perfect,kill,0
1019,Kaggle Master,kill,0
1378,Analyse des données,kill,0
3318,architecture d'intérieur,kill,0
1063,Architecture SI,kill,0
2644,Système d'information,kill,0
2839,architecture de l'information,kill,0
2963,information architecture,kill,0
3119,Architecture de l'information,kill,0
3173,Systèmes d'information,kill,0
3175,Information Systems Architecture,kill,0
303,Architecture web,kill,0
3017,arborescence,kill,0
3076,site map,kill,0
3432,Arborescence,kill,0
3744,Modélisation des architectures,kill,0
1020,Voice Analysis,kill,0
2068,Voice Assistant,kill,0
2071,alexa,kill,0
948,Big Data,kill,0
1931,Bigadata,kill,0
3684,Big data,kill,0
260,Blog,kill,0
2255,blog,kill,0
409,Reporting,kill,0
505,Rédacteur Web,kill,0
2676,Conduite du changement,kill,0
3091,CRO,kill,0
481,CTO,kill,0
3174,DSI,kill,0
429,Analyse de données,kill,0
2224,Data analysis,kill,0
616,Data Engineer,kill,0
2400,Data Engineering,kill,0
974,Collecte de données,kill,0
3176,Data Management,kill,0
3180,"Data Management (ETL, API Management on Azure and GCP)",kill,0
3181,"Database design and management (SQL, PL/SQL, T-SQL)",kill,0
883,Data mining,kill,0
2169,data mining,kill,0
617,Data science,kill,0
1310,éco-conception,kill,0
2637,écoconception web,kill,0
2640,Ecoconception des services numériques,kill,0
3274,Éco-conception,kill,0
3310,Eco-conception,kill,0
3585,Développement durable,kill,0
3668,éco-design,kill,0
2314,photovoltaïque,kill,0
1253,Ethical Hacking,kill,0
3689,Hacking éthique,kill,0
3370,Ethnographie,kill,0
1217,Evénementiel,kill,0
2873,Planification d’évènements,kill,0
2874,Évènements d'entreprise,kill,0
2875,Événements en direct,kill,0
3580,Animation commerciale,kill,0
3600,salon professionnel,kill,0
3617,Showreel,kill,0
127,Front,kill,0
67,Fullstack,kill,0
1471,Innovation,kill,0
2570,innovation,kill,0
3157,Innovations technologiques,kill,0
3384,Accompagner l'innovation des entreprises,kill,0
3482,Innovation produit,kill,0
3679,Nouvelles technologies,kill,0
2807,Journalisme,kill,0
3530,Pré-presse,kill,0
3531,Presse professionnelle,kill,0
1,Développement Front-End,kill,0
11,multimédia,kill,0
14,Développement Back-End,kill,0
29,Start-up,kill,0
44,Scalability,kill,0
57,Développement web,kill,0
71,Russe,kill,0
72,Anglais,kill,0
73,Secourisme,kill,0
74,Internet,kill,0
115,web,kill,0
152,Audit,kill,0
184,developpeur front end,kill,0
193,Conseil,kill,0
231,principle,kill,0
237,Conception,kill,0
242,Intégrateur,kill,0
244,fron,kill,0
249,développement web,kill,0
255,développement front-end,kill,0
263,Trello,kill,0
269,développement back-end,kill,0
286,DevOps,kill,0
342,Hugo,kill,0
343,front-end developer,kill,0
344,Développement,kill,0
348,Creative code,kill,0
359,Back-End,kill,0
361,Développeur Back-End,kill,0
373,invitation,kill,0
383,Créative,kill,0
405,Mode,kill,0
406,Médias,kill,0
411,Footwear,kill,0
412,Sporting Goods,kill,0
417,Jeux vidéos,kill,0
426,Site internet,kill,0
428,Webmastering,kill,0
463,Programmation web,kill,0
466,Web Development,kill,0
470,Web,kill,0
485,eco,kill,0
491,web services,kill,0
492,Michelson,kill,0
494,developp,kill,0
495,Developpeur Frontend,kill,0
496,Développeur Web,kill,0
501,Webmaster,kill,0
503,Développeur Informatique,kill,0
504,Développeur,kill,0
512,consultant analytics,kill,0
514,Extranet,kill,0
515,intranet,kill,0
532,Media queries,kill,0
536,Website Development,kill,0
545,Editing,kill,0
554,components library,kill,0
565,Code review,kill,0
583,transforma,kill,0
604,Questionnement,kill,0
605,Écoute active,kill,0
608,Stylus,kill,0
614,Créatif,kill,0
615,Traduction Espagnol Français,kill,0
623,integrateur,kill,0
625,SVG,kill,0
632,Travail d’équipe,kill,0
633,Leadership,kill,0
639,Développement front-end,kill,0
640,développement front,kill,0
645,W3C,kill,0
651,Luxe,kill,0
652,creative technologist,kill,0
655,Automobile,kill,0
656,liquid responsive,kill,0
668,Veille concurrentielle,kill,0
671,table tactile,kill,0
674,Consultant digital,kill,0
685,Usability,kill,0
688,Front-end Development,kill,0
689,Software Development,kill,0
690,Piano,kill,0
692,English,kill,0
693,Spanish,kill,0
694,German,kill,0
695,Catalan,kill,0
696,Cross-browser Compatibility,kill,0
710,product owner,kill,0
712,MVVM,kill,0
725,Event-driven architecture,kill,0
726,Architecture distribuée,kill,0
744,Tech Lead,kill,0
750,écran,kill,0
751,interaction,kill,0
761,Recette fonctionnelle,kill,0
762,abonnement,kill,0
763,service de suivi,kill,0
769,ISO 9001,kill,0
819,DEFI,kill,0
824,Cocorico,kill,0
825,Script,kill,0
827,migration,kill,0
855,Computer Science,kill,0
861,Front-end Engineering,kill,0
863,Front-end,kill,0
869,Sprites,kill,0
870,Cross browser,kill,0
877,Etude de besoin,kill,0
880,HUGO,kill,0
886,Scripting,kill,0
893,Applications,kill,0
895,Site web,kill,0
898,Recrutement,kill,0
902,Vente,kill,0
918,...,kill,0
933,aaa,kill,0
941,Banque,kill,0
942,assurances,kill,0
943,culture,kill,0
964,Science,kill,0
965,Simulation,kill,0
966,calcul,kill,0
967,Architecture métier,kill,0
970,Widget,kill,0
976,Développeur Web Front-end,kill,0
1006,Systèmes d’information,kill,0
1009,Gestion de la relation avec les partenaires,kill,0
1053,Traduction Français Arabe,kill,0
1060,istanbul,kill,0
1064,maintenance,kill,0
1068,Français,kill,0
1079,Paris,kill,0
1106,Développement site web,kill,0
1111,Service client,kill,0
1117,Urbanisme SI,kill,0
1118,Webdev,kill,0
1119,WINDEV,kill,0
1134,Montage,kill,0
1137,extranet,kill,0
1139,hexagonal architecture,kill,0
1140,tech lead,kill,0
1141,architecte technique,kill,0
1149,audit de code,kill,0
1155,multithreading,kill,0
1163,reactive,kill,0
1174,Back-end,kill,0
1177,PDO,kill,0
1178,Analyse des besoins,kill,0
1181,Maintenance applicative,kill,0
1187,Isotope,kill,0
1188,Masonry,kill,0
1189,Spécifications techniques,kill,0
1190,Recette technique,kill,0
1195,Polymer,kill,0
1237,Interpersonal Skill,kill,0
1239,Enzyme,kill,0
1240,Chai,kill,0
1254,Stratégie SI,kill,0
1255,informatique,kill,0
1262,numérique,kill,0
1264,Internationalisation,kill,0
1281,Développeur back end,kill,0
1284,Developpeur,kill,0
1294,Intercom,kill,0
1296,automatisation,kill,0
1308,Advisory Board,kill,0
1317,site statique,kill,0
1318,webmaster,kill,0
1320,statique,kill,0
1321,site événementiel,kill,0
1322,snipcart,kill,0
1324,Migration,kill,0
1325,Support,kill,0
1326,Maintenance,kill,0
1328,Plugin,kill,0
1329,Thème,kill,0
1331,webdev,kill,0
1332,Front office et back office,kill,0
1333,Planification des ressources d’entreprise (ERP),kill,0
1338,Front Office,kill,0
1342,Informatique,kill,0
1344,Logiciel d’entreprise,kill,0
1352,Portails intranet,kill,0
1353,Stratégie intranet,kill,0
1354,Intranet,kill,0
1357,Coding Experience,kill,0
1358,Web Engineering,kill,0
1359,Front-end Coding,kill,0
1376,Analyse spatial,kill,0
1377,Développement Web,kill,0
1379,Statistiques,kill,0
1385,Développement de logiciels,kill,0
1390,Développeur web,kill,0
1391,Développeur site,kill,0
1410,Enterprise Architecture,kill,0
1411,Start-ups,kill,0
1428,Telco,kill,0
1432,Ingénieur,kill,0
1435,site internet,kill,0
1447,Traduction Français Espagnol,kill,0
1449,Pelican,kill,0
1467,Themosis,kill,0
1482,WhereBy,kill,0
1484,Lead Developer,kill,0
1489,Moteur de recherche,kill,0
1490,Gestion des stocks,kill,0
1502,Time Series,kill,0
1503,Chimie,kill,0
1505,China Business Advisor,kill,0
1506,Chinois,kill,0
1515,site,kill,0
1517,Refonte,kill,0
1525,sdk,kill,0
1526,gestion des temps,kill,0
1528,template,kill,0
1529,Application,kill,0
1540,Atmel AVR,kill,0
1545,Yew,kill,0
1550,Négociation,kill,0
1553,Avant vente,kill,0
1554,Prospective,kill,0
1577,Culture,kill,0
1582,TPE,kill,0
1583,PME,kill,0
1596,DÃ©veloppement Back-End,kill,0
1604,Web 2.0,kill,0
1617,DÃ©veloppement web back-end,kill,0
1618,DÃ©veloppement de logiciels,kill,0
1627,DÃ©veloppement web,kill,0
1628,DÃ©veloppement Front-End,kill,0
1630,Architecture logicielle,kill,0
1644,Vapor,kill,0
1645,Logiciels Apple,kill,0
1672,Drip,kill,0
1678,Configurateur,kill,0
1689,readytohelp,kill,0
1706,Programmation,kill,0
1710,Nexus,kill,0
1719,Intel 8086,kill,0
1723,STL17,kill,0
1724,PortAudio,kill,0
1725,STL14,kill,0
1727,STL20,kill,0
1741,Electrical Engineering,kill,0
1742,Simulations,kill,0
1747,Navigation Systems,kill,0
1748,Guidance Navigation & Control,kill,0
1753,Aerospace,kill,0
1754,Aircraft,kill,0
1755,Aeronautics,kill,0
1756,Aviation,kill,0
1757,Aircraft Maintenance,kill,0
1758,Avionics,kill,0
1759,Airworthiness,kill,0
1763,Airlines,kill,0
1764,Aéronautique,kill,0
1765,Maintenance avions,kill,0
1778,caffe,kill,0
1780,ITIL,kill,0
1790,anonymization,kill,0
1807,Sauvegarde,kill,0
1811,IAAS,kill,0
1812,Low-code,kill,0
1816,Triton inference server,kill,0
1821,PAAS,kill,0
1829,automation,kill,0
1833,Audit de code,kill,0
1835,Troubleshooting applicatif,kill,0
1840,Technologies de l’information,kill,0
1845,Sens de l’organisation,kill,0
1846,Relations humaines,kill,0
1854,Télétravail,kill,0
1855,Externalisation,kill,0
1857,Backup,kill,0
1862,Clair,kill,0
1894,Microsoft,kill,0
1904,Software Installation,kill,0
1909,ISO 27001,kill,0
1915,Résilience,kill,0
1926,backup,kill,0
1932,athena,kill,0
1939,devops,kill,0
1967,Flux,kill,0
2027,Microservice,kill,0
2061,Composer,kill,0
2062,prospection,kill,0
2063,vente,kill,0
2073,Finance,kill,0
2074,Allemand,kill,0
2075,Portugais,kill,0
2078,Flex,kill,0
2079,Yacc,kill,0
2082,Ganeti,kill,0
2085,GWT,kill,0
2091,Xdebug,kill,0
2092,Extreme Programming,kill,0
2093,Expert Technique,kill,0
2097,ADFI,kill,0
2102,Recherche Operationelle,kill,0
2103,Cplex,kill,0
2105,Optimisation Combinatoire,kill,0
2106,Optimisation Multicritère,kill,0
2113,Italien,kill,0
2114,Tornado,kill,0
2115,Appium,kill,0
2116,OSGI,kill,0
2117,JMS,kill,0
2121,Services web,kill,0
2125,Planification stratégique,kill,0
2126,Architecture,kill,0
2129,Développement web back-end,kill,0
2132,liquid,kill,0
2136,Plastic SCM,kill,0
2137,Flatbuffers,kill,0
2138,Protocol Buffers,kill,0
2143,XCTest,kill,0
2144,XCUITest,kill,0
2146,OCPP,kill,0
2147,Mobilité électrique,kill,0
2148,Smart Grids,kill,0
2149,Behaviour Driven Development,kill,0
2150,IEC 63119,kill,0
2151,IEC 61851,kill,0
2152,ISO 15118,kill,0
2154,Electrotechnique,kill,0
2155,Linky,kill,0
2156,plugin,kill,0
2157,Finance de marché,kill,0
2177,Relecture,kill,0
2193,boo,kill,0
2195,scr,kill,0
2206,Facilitation de processus,kill,0
2208,Développement de logiciel,kill,0
2213,DRY,kill,0
2214,Engineering,kill,0
2217,Back-End Web Development,kill,0
2218,Chef de projets Industriels,kill,0
2221,CNN,kill,0
2233,site web,kill,0
2234,Translation English-French,kill,0
2235,Translation French-English,kill,0
2285,Banque de detail,kill,0
2288,DDD,kill,0
2289,CQRS,kill,0
2294,Autonome,kill,0
2295,Force de proposition,kill,0
2300,Technologies Web,kill,0
2304,Grand public,kill,0
2310,Shapefile,kill,0
2311,playwright,kill,0
2312,Ingénieur énergie,kill,0
2317,Traduction Anglais Français,kill,0
2318,Traduction Français Anglais,kill,0
2338,cross-plateforme,kill,0
2349,système,kill,0
2351,programmation,kill,0
2364,Bas niveau,kill,0
2389,Framer,kill,0
2390,Template,kill,0
2391,web3,kill,0
2406,assurance,kill,0
2407,Incident Management,kill,0
2423,onsen ui,kill,0
2434,French,kill,0
2435,Espagnol,kill,0
2440,Mindmeister,kill,0
2454,Hexagonal Architecture,kill,0
2457,Programmation informatique,kill,0
2471,Blade,kill,0
2473,Lumen,kill,0
2487,MEF,kill,0
2498,Developpement Logiciel,kill,0
2503,Services de santé,kill,0
2508,Mastercam,kill,0
2509,Tour (machine-outil),kill,0
2510,Fraisage,kill,0
2514,actif-web,kill,0
2518,Polyvalence,kill,0
2519,Autonomie,kill,0
2523,MyBatis,kill,0
2524,Apple Watch,kill,0
2525,Apple TV,kill,0
2549,Standards du web,kill,0
2552,Solana,kill,0
2553,AppPlatform,kill,0
2554,Metaplex,kill,0
2555,Candy Machine,kill,0
2556,Fair Launch Protocol,kill,0
2558,Web3,kill,0
2560,Service Fabric,kill,0
2561,nunit,kill,0
2562,Specflow,kill,0
2563,Nlog,kill,0
2569,Santé,kill,0
2576,Rédaction,kill,0
2579,Développement Web Back-End,kill,0
2585,Cycle en V,kill,0
2590,backend,kill,0
2596,Camt,kill,0
2597,Capture one,kill,0
2599,Multimédia,kill,0
2600,Créativité,kill,0
2601,Développeur back-end,kill,0
2602,Plateforme web,kill,0
2609,transcription audio,kill,0
2611,Japonais,kill,0
2628,loopback,kill,0
2629,Développement créatif,kill,0
2630,site administrable,kill,0
2632,Codeur,kill,0
2633,Dispositifs médicaux,kill,0
2636,Développeur front-end,kill,0
2642,Contexte associatif,kill,0
2645,Recherche opérationnelle,kill,0
2647,Langages de programmation,kill,0
2649,Maintenance informatique,kill,0
2650,Passion,kill,0
2664,Excellence opérationnelle,kill,0
2666,Électronique,kill,0
2677,Architecture d'entreprise,kill,0
2678,The Open Group Architecture Framework,kill,0
2681,Développement web Front-End,kill,0
2689,Technical Product Sales,kill,0
2690,Génie électrique,kill,0
2692,Industrial Ethernet,kill,0
2696,PLC,kill,0
2698,Contrôle industriel,kill,0
2699,Ingénierie,kill,0
2700,Troubleshooting,kill,0
2701,Allen-Bradley,kill,0
2703,SCADA,kill,0
2705,Control Logic,kill,0
2706,Système de contrôle et d'acquisition de données,kill,0
2707,Conception systèmes de contrôle,kill,0
2708,Instrumentation,kill,0
2709,Process Control,kill,0
2710,Industrial Control,kill,0
2711,Allen Bradley,kill,0
2712,New Business Development,kill,0
2728,provider,kill,0
2737,Site Internet,kill,0
2743,Relay,kill,0
2756,Siteweb,kill,0
2758,Recherche,kill,0
2760,Aide à la définition des besoins,kill,0
2762,static,kill,0
2769,Correction,kill,0
2771,Engagement,kill,0
2772,adaptation,kill,0
2773,autonome,kill,0
2774,bagisto,kill,0
2776,e,kill,0
2784,Sitecore,kill,0
2790,BtoB,kill,0
2795,Matériel informatique,kill,0
2799,couleur,kill,0
2815,Principle,kill,0
2816,Sens de l’observation,kill,0
2817,Réactivité,kill,0
2818,Rigueur,kill,0
2819,Force de propositions,kill,0
2853,portfolio,kill,0
2854,Site Web,kill,0
2858,Connaissances en informatique,kill,0
2864,Art,kill,0
2866,Arts du spectacle,kill,0
2872,Esprit critique,kill,0
2881,Administration artistes et répertoire (A&R),kill,0
2884,Histoire de l'art,kill,0
2885,Musées,kill,0
2904,Styliste-modeliste,kill,0
2908,Exécution,kill,0
2932,Rigoureux,kill,0
2933,Innovant,kill,0
2934,Ouvert,kill,0
2955,Traduction,kill,0
2958,Économie,kill,0
2960,Traduction français/anglais,kill,0
2991,Card sorting,kill,0
2993,Abstract,kill,0
3009,réactivité,kill,0
3010,autonomie,kill,0
3011,prise d'initiative,kill,0
3012,polyvalente,kill,0
3013,organisation,kill,0
3016,veille créative,kill,0
3023,HETIC,kill,0
3027,HT,kill,0
3040,Distant modéré,kill,0
3041,Distant non modéré,kill,0
3043,Tri de carte,kill,0
3071,Micro-intéractions,kill,0
3072,Coréen,kill,0
3074,key visual,kill,0
3099,rouen,kill,0
3100,normandie,kill,0
3104,Urgences,kill,0
3105,Deadline serrée,kill,0
3118,inde,kill,0
3122,Sens de l'observation,kill,0
3135,exe,kill,0
3138,Etude formelle,kill,0
3139,Matériaux,kill,0
3140,Industrialisation,kill,0
3141,Procédés de fabrication,kill,0
3146,Concept,kill,0
3147,Cycle de vie du produit,kill,0
3148,Etude fonctionelle,kill,0
3149,Normes européennes,kill,0
3151,Création de gamme,kill,0
3152,Brevets,kill,0
3155,Mobilier,kill,0
3156,alimentaire,kill,0
3159,CNC,kill,0
3160,Retouches,kill,0
3161,Traitement de surface,kill,0
3162,Usinage,kill,0
3172,Prépresse,kill,0
3179,IT Ethics,kill,0
3190,Perspectiviste,kill,0
3191,ko,kill,0
3195,Alias Auto Studio,kill,0
3196,Vred render,kill,0
3200,modelage numérique,kill,0
3210,travail du bois,kill,0
3213,abstract,kill,0
3224,Création site web,kill,0
3225,Empathie,kill,0
3240,Collaboration,kill,0
3241,Ecoute active,kill,0
3242,Présentation,kill,0
3243,empathie,kill,0
3261,Orthographe,kill,0
3277,Maîtrise des bonnes pratiques web,kill,0
3296,Diagramme d'affinité,kill,0
3322,sciences humaines,kill,0
3323,scenarios,kill,0
3327,ingénierie de la recherche,kill,0
3331,gender studies,kill,0
3333,humanités numériques,kill,0
3338,Écriture créative,kill,0
3350,minimalisme,kill,0
3353,enthousiaste,kill,0
3354,à l'écoute,kill,0
3355,Optimiste,kill,0
3356,Motivée,kill,0
3357,fiable,kill,0
3358,gestion d'équipe,kill,0
3359,simplification visuelle,kill,0
3361,concept art,kill,0
3375,Organisation,kill,0
3376,Adaptabilité,kill,0
3377,Responable,kill,0
3386,Faire de la veille,kill,0
3398,Niveau élevé de précision,kill,0
3399,mascotte,kill,0
3400,peinture,kill,0
3403,Logiciel,kill,0
3406,Invitation,kill,0
3407,PLV,kill,0
3408,Beauté,kill,0
3409,Vins,kill,0
3410,Spiritueux,kill,0
3411,Hotellerie,kill,0
3412,restauration,kill,0
3413,Exposition,kill,0
3417,Membersack,kill,0
3427,Recherche et analyse,kill,0
3431,Zoning,kill,0
3437,Product map,kill,0
3458,sites internet,kill,0
3469,Remote,kill,0
3471,Cinéma,kill,0
3491,Mise en plan,kill,0
3499,Accompagnement,kill,0
3505,Slideshow,kill,0
3508,installation interactive,kill,0
3509,définition de problème,kill,0
3518,Brochures,kill,0
3519,Film,kill,0
3528,IHM,kill,0
3529,BtoC,kill,0
3534,Conception fonctionnelle,kill,0
3538,Intelligence collective,kill,0
3541,KEY VISUAL,kill,0
3548,passionné,kill,0
3561,PDF intéractif,kill,0
3567,exécution,kill,0
3571,B2C,kill,0
3573,Application métier,kill,0
3587,Indutrialisation,kill,0
3592,retail,kill,0
3596,Cadrage fonctionnel,kill,0
3603,A remplir plus tard,kill,0
3604,petite papeterie,kill,0
3607,Édition,kill,0
3608,Édition de sites Web,kill,0
3627,motif,kill,0
3630,Arabe,kill,0
3634,identité,kill,0
3636,voix off,kill,0
3637,banking,kill,0
3638,product,kill,0
3643,Réalisateur,kill,0
3644,Publicis,kill,0
3647,Marronnier,kill,0
3654,Restaurant,kill,0
3655,Cuisine food,kill,0
3663,fusion 360,kill,0
3674,patronage,kill,0
3675,Textile,kill,0
3676,mise en plan,kill,0
3677,suivi de pré-industrialisation Asie,kill,0
3678,broderie Numerique,kill,0
3685,Hébreu,kill,0
3687,Web developer,kill,0
3688,Back end developer,kill,0
3691,kratos,kill,0
3694,Qualité,kill,0
3695,Bonne pratique,kill,0
3696,Devise,kill,0
3705,Postmark,kill,0
3720,Sprint,kill,0
3734,Méthode hybride,kill,0
3735,Méthode cascade,kill,0
3736,materialize,kill,0
3742,MBSE,kill,0
3743,Modélisation de processus,kill,0
3753,Analyse fonctionnelle,kill,0
3754,Gestion des exigences,kill,0
3760,Traduction Portugais Français,kill,0
3761,Traduction Français Portugais,kill,0
3765,ma,kill,0
3767,Service orienté client,kill,0
3768,Esprit d’équipe,kill,0
3787,Back-End development,kill,0
724,Microservices,kill,0
1979,microservices,kill,0
2279,Micro services,kill,0
2727,Architecture Microservices,kill,0
586,muse,kill,0
275,MVC,kill,0
1555,Proof of Concept,kill,0
2128,Architecture MVC,kill,0
2241,mvc,kill,0
572,MVP,kill,0
888,Parse,kill,0
2303,Transmedia,kill,0
2575,pitch deck,kill,0
2683,Parler en public,kill,0
2827,Storytelling,kill,0
2938,Storytelling Design,kill,0
3062,story board,kill,0
3473,Story,kill,0
3502,Pitch Deck,kill,0
3527,Pitch,kill,0
3578,Data Storytelling,kill,0
3721,User story,kill,0
3419,cgu,kill,0
3164,Scénographie,kill,0
661,slack,kill,0
843,Slack,kill,0
3053,sociologie,kill,0
2665,Supply chain,kill,0
1295,Typeform,kill,0
3693,typeorm,kill,0
1921,Middleware : IBM MQ Websphere,kill,0
2344,kirby CMS,Kirby CMS,0
2438,kirby,Kirby CMS,1
2717,Kirby,Kirby CMS,1
3467,kirby cms,Kirby CMS,1
571,Kubernetes,Kubernetes,1
1863,kubernetes,Kubernetes,1
1968,EFK,Kubernetes,1
1948,Kustomize,Kustomize,1
2245,Labview,LabVIEW,1
1093,LAMP,LAMP,1
123,Site vitrine,Landing Page,1
139,Landing page,Landing Page,1
259,Optimisation On-Page,Landing Page,1
1470,landing page,Landing Page,1
1530,one page,Landing Page,1
