id,technology,tech_group,is_display
2852,site vitrine,Landing Page,1
2945,Site Vitrine,Landing Page,1
3281,Création site vitrine,Landing Page,1
3532,Landing Page,Landing Page,1
61,Laravel,Laravel,1
1462,Laravel 8,Laravel,1
1567,Laravel 7,Laravel,1
1568,Laravel 6,Laravel,1
2230,Laravel Nova,Laravel,1
2259,livewire,Laravel,1
2548,Eloquent ORM,Laravel,1
1124,laravel,Lavarel,1
2464,LDAP,LDAP,1
1286,Leaflet,Leaflet,1
1407,Lean management,Lean Management,1
120,Lean startup,Lean Management,1
3708,LEMP,LEMP,1
3514,Lens Studio,Lens Studio,1
987,Lerna,Lerna,1
89,LESS,Less,1
637,less,Less,1
868,Less / Sass,Less,1
2501,Liquibase,Liquibase,1
3186,"Expert Systems (knowledge management, Lisp)",Lisp,1
3777,Lisp,LISP,1
1460,Livewire,Livewire,1
2376,Load Balancing,Load Balancing,1
1905,Logic Pro X,Logic Pro X,1
36,Design logo,Logotype,1
2825,Logo,Logotype,1
2895,Animation de logo,Logotype,1
3031,logo,Logotype,1
3097,logo entreprise,Logotype,1
3098,logo mpe,Logotype,1
3245,design logo,Logotype,1
3286,Conception de logo professionnel,Logotype,1
3366,logo-design,Logotype,1
3396,Conception de logo,Logotype,1
3415,Logotype,Logotype,1
3591,logotype,Logotype,1
2404,Loopback,Loopback,1
1200,Lua,Lua,1
3756,M2Doc,M2Doc,1
529,Machine learning,Machine learning,1
1558,WOA,Machine Learning,1
1713,Auto-apprentissage,Machine Learning,1
2048,Traitement d'image,Machine Learning,1
2110,Apprentissage automatique,Machine Learning,1
2168,machine learning,Machine Learning,1
2335,Apprentissage par renforcement,Machine Learning,1
2336,Reinforcment learning,Machine Learning,1
659,Mac OS,MacOS,1
817,MacOs,MacOS,1
971,MacOS,MacOS,1
2584,Mac OS X,MacOS,1
739,Magento,Magento,1
993,magento 2,Magento,1
2130,MailChimp,MailChimp,1
978,makefile,MakeFile,1
1966,Make,MakeFile,1
2076,qmake,MakeFile,1
2077,CMake,MakeFile,1
2731,MampPro,MampPro,1
3733,mamp,MampPro,1
75,APM,Management,1
339,Product management,Management,1
524,Management d'équipe,Management,1
631,Management,Management,1
756,coordination inter-métier,Management,1
757,coordination inter-équipes,Management,1
996,Change Management,Management,1
1010,Leadership d’équipe,Management,1
1011,Gestion d’équipe,Management,1
1012,Développement organisationnel,Management,1
1613,Management d'Ã©quipe,Management,1
2018,Gestion d'équipe,Management,1
2019,Project Management,Management,1
2505,Relations avec les employés,Management,1
2679,Lean Management,Management,1
2879,Direction par objectifs,Management,1
2880,Art management,Management,1
2994,Workshop managment,Management,1
3005,cohésion d'équipe,Management,1
1406,Mantis,Mantis,1
2568,MapBox,MapBox,1
3702,Mapbox & geocoding,MapBox,1
1413,MariaDB,MariaDB,1
34,Formation Réseaux Sociaux,Marketing Digital,1
59,Marketplace,Marketing Digital,1
186,Marketing,Marketing Digital,1
317,Facebook Marketing,Marketing Digital,1
401,Marketing de contenu,Marketing Digital,1
402,Etude marketing,Marketing Digital,1
403,Instagram Marketing,Marketing Digital,1
427,Webmarketing,Marketing Digital,1
431,Stratégie webmarketing,Marketing Digital,1
432,Email marketing,Marketing Digital,1
490,Mautic,Marketing Digital,1
525,Transformation digitale,Marketing Digital,1
539,Digital Strategy,Marketing Digital,1
542,Digital Marketing,Marketing Digital,1
577,Business development,Marketing Digital,1
578,Business plan,Marketing Digital,1
580,Business analysis,Marketing Digital,1
581,Business model,Marketing Digital,1
673,Bornes interactives,Marketing Digital,1
897,Stratégie de positionnement,Marketing Digital,1
963,Business,Marketing Digital,1
998,Vision stratégique,Marketing Digital,1
1013,Stratégie,Marketing Digital,1
1014,Initiatives stratégiques,Marketing Digital,1
1016,Stratégie IT,Marketing Digital,1
1017,Stratégie Digitale,Marketing Digital,1
1069,Inbound marketing,Marketing Digital,1
1108,Formation webmarketing,Marketing Digital,1
1159,LinkedIn Marketing,Marketing Digital,1
1246,Salesforce Marketing Cloud,Marketing Digital,1
1290,Marketing Automation,Marketing Digital,1
1496,Acquisition trafic,Marketing Digital,1
1497,Fidélisation,Marketing Digital,1
1578,Stratégie commerciale,Marketing Digital,1
1677,Marketing automation,Marketing Digital,1
2223,Marketing sportif,Marketing Digital,1
2225,Marketing digital,Marketing Digital,1
2305,Sensibilité marketing,Marketing Digital,1
2342,Mobile marketing,Marketing Digital,1
2453,agence web,Marketing Digital,1
2479,Boutique en ligne,Marketing Digital,1
2521,consultant marketing,Marketing Digital,1
2571,transformation digitale,Marketing Digital,1
2574,stratégie d'entreprise,Marketing Digital,1
2713,Processus de vente,Marketing Digital,1
2714,Vente de solutions,Marketing Digital,1
2715,Solution Selling,Marketing Digital,1
2716,Business Development,Marketing Digital,1
2749,Twitter Marketing,Marketing Digital,1
2750,Marketing direct,Marketing Digital,1
2751,Marketing Conversationnel,Marketing Digital,1
2785,Merchandising,Marketing Digital,1
2786,Content marketing,Marketing Digital,1
2813,Benchmark,Marketing Digital,1
2833,Partenariats,Marketing Digital,1
2834,Etude de marché,Marketing Digital,1
2865,Marketing événementiel,Marketing Digital,1
2876,Stratégie de marketing d’événements,Marketing Digital,1
3008,Digital,Marketing Digital,1
3033,goodies,Marketing Digital,1
3117,Stratégie marketing Web,Marketing Digital,1
3337,Marketing sur les réseaux sociaux,Marketing Digital,1
3453,Lead,Marketing Digital,1
3455,Content Strategy,Marketing Digital,1
3520,Online Marketing,Marketing Digital,1
3595,Stratégie Marketing,Marketing Digital,1
3611,Stratégie marketing,Marketing Digital,1
3615,Conseil digital,Marketing Digital,1
3709,Email Marketing,Marketing Digital,1
3710,Affiliate Marketing,Marketing Digital,1
3711,Web Marketing,Marketing Digital,1
3728,maketplace,Marketing Digital,1
3770,E-com,Marketing Digital,1
601,Marketo,Marketo,1
600,Web Performance,Marketo,1
3000,Marvelapp,Marvel App,1
3085,marvel,Marvel App,1
3383,Marvel,Marvel App,1
3683,Marvel App,Marvel App,1
2459,Material-ui,Material-UI,1
2614,Material-UI,Material-UI,1
1127,Materialize,Materialize,1
1738,Matlab,Matlab,1
1746,Simulink,Matlab,1
1703,matomo,Matomo,1
597,Maven,Maven,1
2052,maven,Maven,1
3576,Maya,Maya,1
1279,Memcached,Memcached,1
2046,Merise,Merise,1
2445,Meson,Meson,1
925,zimbra,Messaging,1
1421,Kamailio,Messaging,1
1716,rabbitmq,Messaging,1
1791,postfix,Messaging,1
1874,Message Queue,Messaging,1
1877,Messaging,Messaging,1
2354,Metasploit,Metasploit,1
462,Meteor.js,Meteor.js,1
107,Scrum,Méthode Agile/Scrum,1
130,Agilité,Méthode Agile/Scrum,1
150,Méthode agile,Méthode Agile/Scrum,1
465,Méthodes agiles,Méthode Agile/Scrum,1
687,Agile Methodologies,Méthode Agile/Scrum,1
698,Agile Web Development,Méthode Agile/Scrum,1
770,Agile Scrum,Méthode Agile/Scrum,1
772,Kaizen,Méthode Agile/Scrum,1
867,Développement web agile,Méthode Agile/Scrum,1
1214,Agile Project Management,Méthode Agile/Scrum,1
1257,Gestion de projet Agile,Méthode Agile/Scrum,1
1349,Développement rapide d’applications,Méthode Agile/Scrum,1
1438,Coach Agile,Méthode Agile/Scrum,1
1473,méthode agile,Méthode Agile/Scrum,1
1551,Agile,Méthode Agile/Scrum,1
1552,Gestion de projet agile,Méthode Agile/Scrum,1
1585,MÃ©thode agile,Méthode Agile/Scrum,1
1779,scrum,Méthode Agile/Scrum,1
1891,SAFe,Méthode Agile/Scrum,1
2194,agil,Méthode Agile/Scrum,1
2417,Scrumban,Méthode Agile/Scrum,1
2452,Développeur agile,Méthode Agile/Scrum,1
3347,Scrum Master,Méthode Agile/Scrum,1
3348,agile,Méthode Agile/Scrum,1
3717,Daily Scrum,Méthode Agile/Scrum,1
707,Azure DevOps,Microsoft Azure,1
774,Microsoft Azure,Microsoft Azure,1
1800,microsoft azure,Microsoft Azure,1
1880,service fabric,Microsoft Azure,1
1881,Azure Fonctions,Microsoft Azure,1
1929,azure aks,Microsoft Azure,1
1997,Azure Data Factory,Microsoft Azure,1
1998,Azure Data Lake Analytics,Microsoft Azure,1
2000,Azure Data Analytics,Microsoft Azure,1
2009,Microsoft Azure Machine Learning,Microsoft Azure,1
2010,Azure Data Lake,Microsoft Azure,1
2012,Cosmos DB,Microsoft Azure,1
2962,axure,Microsoft Azure,1
2096,DYNAMICS 365,Microsoft Dynamics,1
484,Microsoft Power BI,Microsoft Power BI,1
1439,Power BI,Microsoft Power BI,1
2006,PowerBI,Microsoft Power BI,1
482,SQL Server,Microsoft SQL Server,1
1105,Microsoft SQL Server,Microsoft SQL Server,1
1535,ms sql,Microsoft SQL Server,1
2003,SQL Server Integration Services (SSIS),Microsoft SQL Server,1
2004,SQL Server Reporting Services (SSRS),Microsoft SQL Server,1
2176,sql server,Microsoft SQL Server,1
2278,Microsoft Server,Microsoft SQL Server,1
3257,Miro,Miro,1
1676,Mixpanel,Mixpanel,1
445,MJML,MJML,1
745,mjml,MJML,1
2399,MLOps,MLOps,1
940,AMOA,MOA,1
1305,MOA,MOA,1
111,Développement Mobile,Mobile,1
126,Mobile,Mobile,1
143,Mobile first,Mobile,1
165,mobile intelligence,Mobile,1
200,Tablette,Mobile,1
354,Application Mobile,Mobile,1
526,Systèmes embarqués,Mobile,1
588,mobilefriendly,Mobile,1
594,application,Mobile,1
595,mobile,Mobile,1
748,Smartphone,Mobile,1
749,multi-touch,Mobile,1
1179,Appli mobile,Mobile,1
1256,Appareils mobiles,Mobile,1
1616,windev mobile,Mobile,1
2424,application mobile hybride,Mobile,1
2792,Développement d’applications mobiles,Mobile,1
2889,mobile first,Mobile,1
3183,"Mobile development (Kotlin, Electron)",Mobile,1
3231,Mobile Conception,Mobile,1
3440,Smartphones,Mobile,1
3441,Tablets,Mobile,1
3442,Mobile Devices,Mobile,1
3443,Applications mobiles,Mobile,1
3549,application tablette,Mobile,1
3583,Mobile Applications,Mobile,1
3598,tablette,Mobile,1
3783,Mobile web,Mobile,1
3510,Mobile design,Mobile Design,1
217,mobx,MobX,1
1028,Mobx,MobX,1
1238,Mocha,Mocha,1
1993,Mockito,Mockito,1
958,3D,Modélisation 3D,1
1524,creality,Modélisation 3D,1
3217,3D modeling,Modélisation 3D,1
3218,3D rendering,Modélisation 3D,1
3489,modelisation 3D,Modélisation 3D,1
3628,Octane Render,Modélisation 3D,1
973,Modélisation,Modélisation Data,1
1388,Modélisation des données,Modélisation Data,1
1306,MOE,MOE,1
1038,Moment.js,Moment.js,1
51,MongoDB,MongoDB,1
1452,MangoDB,MongoDB,1
1916,mongodb,MongoDB,1
2517,Mongodb,MongoDB,1
211,Mongoose OS,Mongoose OS,1
2734,mongoose,Mongoose OS,1
935,prtg,Monitoring,1
1700,monitoring,Monitoring,1
1795,Monitoring,Monitoring,1
1836,Monitoring system,Monitoring,1
1901,Papertrail,Monitoring,1
1902,Pingdom,Monitoring,1
1962,Error monitoring,Monitoring,1
2287,Event sourcing,Monitoring,1
366,Montage son,Montage son,1
368,Vidéo,Montage vidéo,1
370,Montage vidéo,Montage vidéo,1
1215,Davinci Resolve,Montage Vidéo,1
2775,Retouche vidéo,Montage vidéo,1
2893,montage video,Montage vidéo,1
2923,launch movie,Montage vidéo,1
3610,Vidéos musicales,Montage vidéo,1
3623,vidéo institutionnelle,Montage vidéo,1
3169,Moodboard,Moodboard,1
3659,mood board,Moodboard,1
3462,moodle,Moodle,1
3718,MoSCoW,MoSCoW,1
318,Motion design,Motion Design,1
3484,Motion Design,Motion Design,1
3559,motion,Motion Design,1
3565,motion design,Motion Design,1
3621,motion designer,Motion Design,1
3109,Motion designer,Motion Design,1
2372,Multithreading,Multithreading,1
537,Music,Music Design,1
2867,Musique,Music Design,1
2869,Production musicale,Music Design,1
3073,musique,Music Design,1
3483,Music Production,Music Design,1
97,MySQL,MySQL,1
704,Mysql,MySQL,1
1176,Msqli,MySQL,1
1400,mysql,MySQL,1
3732,mysqlworkbench,MySQL,1
3782,MySQL Workbench,MySQL,1
1769,nagios,Nagios,1
1813,Nagios,Nagios,1
1018,NLP,Natural Language Processing,1
721,Neo4j,Neo4j,1
1263,Nestjs,Nest.js,1
1832,NestJS,Nest.js,1
2277,Nest.js,Nest.js,1
567,NestJs,NestJS,1
714,nestjs,NestJS,1
2515,nestJs,NestJS,1
1660,Netify,Netlify,1
125,Netlify,Netlify,1
1123,netlify,Netlify,1
2246,Reactor-Netty,Netty,1
2249,Netty,Netty,1
76,New Relic,New Relic,1
1955,NewRelic,New Relic,1
80,Next.js,Next.js,1
110,intégration Nextjs,Next.js,1
848,nextjs,Next.js,1
2265,NextJS,Next.js,1
2409,NextJs,Next.js,1
2458,Next.Js,Next.js,1
2724,next.js,Next.js,1
3739,Nextjs,Next.js,1
1539,NFC,NFC,1
391,Nginx,NGINX,1
1718,nginx,NGINX,1
1895,NGINX,NGINX,1
2661,Nginx/Apache,NGINX,1
2355,Nmap,Nmap,1
555,no code,NoCode,1
746,Statamic,NoCode,1
753,Bubble,NoCode,1
754,nocode,NoCode,1
876,No code,NoCode,1
9,Node.js,Node.js,1
181,Express,Node.js,1
991,express,Node.js,1
1479,node.js,Node.js,1
2050,Node,Node.js,1
2165,Koa,Node.js,1
2258,node,Node.js,1
2741,PM2,Node.js,1
3714,fastify,Node.js,1
493,noSQL,NoSQL,1
1772,NoSQL,NoSQL,1
2036,nosql,NoSQL,1
105,NPM,NPM,1
295,npm,NPM,1
2172,Numpy,Numpy,1
174,Nuxt.js,Nuxt.js,1
2298,nuxtjs,Nuxt.js,1
2405,Nuxt.JS,Nuxt.js,1
2662,nuxt.js,Nuxt.js,1
16,NW.js,NW.js,1
3692,oathkeeper,Oathkeeper,1
461,Objective-C,Objective-C,1
2538,OCaml,OCaml,1
63,Ocaml,OCaml,1
2222,OCR,OCR,1
1834,Open Policy Agent,Open Policy Agent,1
2356,Open-Vas,Open-Vas,1
3778,OpenBSD,OpenBSD,1
2281,OpenCL,OpenCL,1
1697,OpenCV,OpenCV,1
2219,Computer Vision,OpenCV,1
2220,OpenCv,OpenCV,1
961,OpenGL,OpenGL,1
2685,GLSL,OpenGL,1
1192,Openshift,OpenShift,1
1584,openshift,OpenShift,1
1588,OpenShift,OpenShift,1
1089,opensource,OpenSource,1
2639,Opensource,OpenSource,1
1560,Openstack,Openstack,1
2567,OpenStreetMaps,OpenStreetMaps,1
6,optimisation,Optimisation Performances,1
256,Optimisation performances,Optimisation Performances,1
562,Performances Web,Optimisation Performances,1
1132,Performances,Optimisation Performances,1
1167,Optimisation Off-Page,Optimisation Performances,1
1234,Performance web,Optimisation Performances,1
2175,optimisation (mathématiques),Optimisation Performances,1
2673,Optimisation des performances,Optimisation Performances,1
2783,Optimisation vitesse,Optimisation Performances,1
3690,Optimisation,Optimisation Performances,1
2164,Toad for Oracle,Oracle,1
705,Oracle,Oracle,1
1534,oracle,Oracle,1
1919,Oralce Cloud,Oracle,1
1387,Oracle Database,Oracle,1
1250,Oracle Eloqua,Oracle,1
230,Origami Studio,Origami Studio,1
472,OSCP,OSCP,1
476,OWASP,OWASP,1
1091,P5js,P5.js,1
1136,p5.js,P5.js,1
3030,P5JS,P5.js,1
1810,packer,Packer,1
1730,Pandas,Pandas,1
2170,pandas,Pandas,1
325,PAO,PAO,1
222,parcel,Parcel,1
2033,Performance,Performances Web,1
136,Web performance,Performances Web,1
137,Audit WebPerf,Performances Web,1
878,Perl,Perl,1
3299,Persona,Persona,1
3321,personas,Persona,1
3426,Personae,Persona,1
1695,Pfsense,pfSense,1
1896,pfSense,pfSense,1
1910,pfsense,pfSense,1
1339,PGI,PGI,1
3416,Phantombuster,Phantombuster,1
610,Phaser.JS,Phaser JS,1
2264,Phoenix,Phoenix,1
246,Retouche photo,Photographie,1
396,Photographie,Photographie,1
715,prisma,Photographie,1
2163,Photographie automobile,Photographie,1
2252,Montage photo,Photographie,1
2420,Photographie événementielle,Photographie,1
2892,Prise de vue photo et video,Photographie,1
2897,Photographie numérique,Photographie,1
2898,Photographie de portraits,Photographie,1
2899,Photographie commerciale,Photographie,1
2900,Photographie artistique,Photographie,1
2901,Photographie de mode,Photographie,1
3020,Packshot,Photographie,1
3263,Portrait,Photographie,1
3349,photomontage,Photographie,1
62,PHP,PHP,1
252,php,PHP,1
437,Laravel 5,PHP,1
630,CodeIgniter,PHP,1
786,PHP 5,PHP,1
802,Smarty,PHP,1
806,eZ Platform,PHP,1
807,eZ Publish,PHP,1
808,Ez-Platform,PHP,1
813,ezpublish,PHP,1
834,PHP 7,PHP,1
913,Zend Framework,PHP,1
914,Doctrine,PHP,1
989,PHP7,PHP,1
1022,PHPUnit,PHP,1
1024,Phinx,PHP,1
1026,composer,PHP,1
1175,PHP 5/7,PHP,1
1196,Phalcon,PHP,1
1230,Yii,PHP,1
1348,Applications PHP,PHP,1
1355,Frameworks PHP,PHP,1
1364,php 7,PHP,1
1396,Développeur PHP,PHP,1
1402,doctrine,PHP,1
1508,EZ Platform,PHP,1
1623,curl,PHP,1
1626,php curl,PHP,1
1875,ReactPHP,PHP,1
1876,PHP FPM,PHP,1
2196,php5,PHP,1
2284,PHP 7.4,PHP,1
2329,PhpExcel,PHP,1
2333,yii2,PHP,1
2730,Php,PHP,1
3597,php7,PHP,1
3724,Fuelphp,PHP,1
660,PhpStorm,PHP Storm,1
1172,phpstorm,PHP Storm,1
189,phpMyAdmin,PhpMyAdmin,1
812,PhpMyAdmin,PhpMyAdmin,1
1401,Pimcore,Pimcore,1
650,Pixel Perfect,Pixel Perfect,1
2719,Pixi.js,Pixi.js,1
351,Pixijs,PixiJS,1
384,pixi.js,PixiJS,1
414,PixiJS,PixiJS,1
937,pki,PKI,1
2080,PKI,PKI,1
803,PL/SQL,PL/SQL,1
1498,Play framework,Play Framework,1
474,POO,POO,1
148,PostCSS,PostCSS,1
251,POSTCSS,PostCSS,1
238,PostgreSQL,PostgreSQL,1
1151,postgresql,PostgreSQL,1
1474,Postgres,PostgreSQL,1
1620,bdd Postgres,PostgreSQL,1
2109,Postman,Postman,1
2733,postman,Postman,1
2369,Powergrid,Powergrid,1
2953,Presentations,Powerpoint/Prezi/Slide/Keynote,1
907,PowerPoint,Powerpoint/Prezi/Slide/Keynote,1
1436,prezi,Powerpoint/Prezi/Slide/Keynote,1
2378,Microsoft PowerPoint,Powerpoint/Prezi/Slide/Keynote,1
2917,Présentations Prezi,Powerpoint/Prezi/Slide/Keynote,1
3102,google slide,Powerpoint/Prezi/Slide/Keynote,1
3475,slide,Powerpoint/Prezi/Slide/Keynote,1
3503,Keynote,Powerpoint/Prezi/Slide/Keynote,1
3516,Google slide,Powerpoint/Prezi/Slide/Keynote,1
3590,Power Point,Powerpoint/Prezi/Slide/Keynote,1
3640,Google Slides,Powerpoint/Prezi/Slide/Keynote,1
3645,Google Slide,Powerpoint/Prezi/Slide/Keynote,1
840,prebid.js,Prebid.js,1
94,Prestashop,Prestashop,1
499,Intégrateur Prestashop,Prestashop,1
502,Développeur Prestashop,Prestashop,1
2271,Référencement Prestashop,Prestashop,1
2667,migration prestashop,Prestashop,1
2668,Intégration design prestashop,Prestashop,1
1917,Prisma,Prisma,1
167,Prismic,Prismic,1
2686,Processing,Processing.js,1
2684,Procreate,Procreate,1
2832,procreate,Procreate,1
2910,Production,Production,1
3058,Co-conception,Production,1
3535,co-conception,Production,1
369,Réalisation vidéo,Production audiovisuelle,1
653,interactive video,Production audiovisuelle,1
1115,Reportage,Production audiovisuelle,1
1216,Film d'entreprise,Production audiovisuelle,1
1218,Étalonnage,Production audiovisuelle,1
1219,Clips,Production audiovisuelle,1
1220,Tournage,Production audiovisuelle,1
1221,Captation,Production audiovisuelle,1
1222,Audiovisuel,Production audiovisuelle,1
1223,Cadreur,Production audiovisuelle,1
1224,Post production,Production audiovisuelle,1
2868,Production vidéo,Production Audiovisuelle,1
2871,Production audiovisuelle,Production Audiovisuelle,1
2894,Création de teaser,Production Audiovisuelle,1
3035,video,Production Audiovisuelle,1
3523,Production digitale,Production audiovisuelle,1
950,Functional programming,Programmation fonctionnelle,1
1148,functional programming,Programmation fonctionnelle,1
904,Programmation orientée objet,Programmation Orientée Objet,1
1156,oop,Programmation Orientée Objet,1
1451,poo,Programmation Orientée Objet,1
1466,Poo,Programmation Orientée Objet,1
2127,Programmation orientée objet (POO),Programmation Orientée Objet,1
2211,Object-Oriented Programming (OOP),Programmation Orientée Objet,1
2237,OOP,Programmation Orientée Objet,1
2352,programmation orientée objet,Programmation Orientée Objet,1
2398,Programmation Orientee Objet,Programmation Orientée Objet,1
2432,Programmation orientée objet (OOP),Programmation Orientée Objet,1
3757,Doors,Programmation Orientée Objet,1
313,PWA,Progressive web app,1
566,progressive web app,Progressive web app,1
994,Progressive Web Application,Progressive web app,1
1397,Progressive Web App,Progressive web app,1
1513,Progressive Web Apps,Progressive web app,1
2532,pwa,Progressive web app,1
3706,Progressive Web Application (PWA),Progressive web app,1
1500,Prometheus,Prometheus,1
3070,Protopie,ProtoPie,1
3335,protopie,ProtoPie,1
2439,Maquettage,Prototypage,1
2687,maquettes,Prototypage,1
2753,Maquette UI,Prototypage,1
2811,Maquettes HD,Prototypage,1
2844,wireframing,Prototypage,1
2936,Prototypage,Prototypage,1
3021,proto,Prototypage,1
3082,Maquette web,Prototypage,1
3209,Prototypage rapide,Prototypage,1
3215,Mock up,Prototypage,1
3223,prototypage,Prototypage,1
3313,maquette,Prototypage,1
3315,maquettage,Prototypage,1
3352,Mockup,Prototypage,1
3373,prototype interactif,Prototypage,1
3393,prototype,Prototypage,1
3394,maquette interactive,Prototypage,1
3436,mockup,Prototypage,1
3447,Proto,Prototypage,1
3480,Fast prototyping,Prototypage,1
3487,Noodl,Prototypage,1
3498,prototyping,Prototypage,1
3672,croquis,Prototypage,1
169,Wireframing,Prototypage,1
233,Prototype,Prototypage,1
879,PUG,Pug,1
2654,Pug,Pug,1
1781,Pulumi,Pulumi,1
793,Puppet,Puppet,1
1837,puppet,Puppet,1
882,Puppeteer,Puppeteer,1
2309,puppeteer,Puppeteer,1
2153,Pycharm,PyCharm,1
1736,pyspark,PySpark,1
48,Python,Python,1
1705,Python (langage de programmation),Python,1
1752,python,Python,1
2212,Python (Programming Language),Python,1
3764,py,Python,1
2065,Pytorch,Pytorch,1
206,Qualité web,QA Testing,1
1135,qualité web,QA Testing,1
2791,Maîtrise de la qualité en projet Web,QA Testing,1
3341,vocabulaire qualité web,QA Testing,1
3738,Maîtrise de la qualité web,QA Testing,1
1817,QA,QA Testing,1
2292,QA Testing,QA Testing,1
1734,Qlik,Qlik,1
955,Qt,Qt QML,1
960,QML,Qt QML,1
2066,QT,Qt QML,1
1651,Quarkus,Quarkus,1
3629,QuarkXPress,QuarkXPress,1
1289,quasar,Quasar.js,1
1570,Quasar Framework,Quasar.js,1
2231,Quasar,Quasar.js,1
2531,Quasar.js,Quasar.js,1
1648,R,R,1
1774,Langage R,R,1
1775,Rstudio,R,1
1080,RabbitMQ,RabbitMQ,1
1906,Rancher,Rancher,1
1372,Raspberry,Raspberry,1
1972,Raspberry Pi,Raspberry,1
2616,Reach Router,Reach Router,1
2617,React Hooks,React Hooks,1
96,React Router,React Router,1
41,React.js,React.js,1
45,React Native,React.js,1
83,intégrateur reactjs,React.js,1
620,Fullstack react,React.js,1
657,react native,React.js,1
1031,React hooks,React.js,1
1147,react-native,React.js,1
1394,react.js,React.js,1
1729,React,React.js,1
2463,Ui Kitten,React.js,1
2592,react,React.js,1
2619,Formik,React.js,1
2651,React-Native,React.js,1
3715,material ui,React.js,1
1728,Reactor,Reactor,1
3284,Réalité augmentée,Réalité Virtuelle/Augmentée,1
415,Réalité virtuelle,Réalité Virtuelle/Augmentée,1
421,Oculus rift,Réalité Virtuelle/Augmentée,1
422,HTC Vive,Réalité Virtuelle/Augmentée,1
423,webXR,Réalité Virtuelle/Augmentée,1
424,webVR,Réalité Virtuelle/Augmentée,1
425,Oculus Quest,Réalité Virtuelle/Augmentée,1
3572,vuforia,Réalité Virtuelle/Augmentée,1
3635,Réalité Augmentée,Réalité Virtuelle/Augmentée,1
2226,Realm,Realm,1
2395,Documentation,Rédaction Technique,1
50,Redis,Redis,1
1393,redis,Redis,1
85,redux,Redux.js,1
1285,Redux,Redux.js,1
2307,Redux-form,Redux.js,1
2564,Redux.js,Redux.js,1
3397,Suivi des clients,Relation Client,1
3755,Reqtify,Reqtify,1
399,Réseaux sociaux,Réseaux Sociaux,1
547,Digital Media,Réseaux Sociaux,1
548,Social Media,Réseaux Sociaux,1
664,Facebook,Réseaux Sociaux,1
665,Instagram,Réseaux Sociaux,1
1073,wechat,Réseaux Sociaux,1
1074,facebook instant games,Réseaux Sociaux,1
2057,LinkedIn,Réseaux Sociaux,1
2158,Messenger,Réseaux Sociaux,1
2744,Pinterest,Réseaux Sociaux,1
3107,Posts réseaux sociaux,Réseaux Sociaux,1
3115,socia,Réseaux Sociaux,1
3285,Filtres Instagram,Réseaux Sociaux,1
3620,story instagram,Réseaux Sociaux,1
3646,création de Reels,Réseaux Sociaux,1
3648,Tik tok Instagram Facebook snapchat,Réseaux Sociaux,1
79,Intégration Responsive,Responsive Design,1
90,Responsive design,Responsive Design,1
194,responsive,Responsive Design,1
530,Responsive,Responsive Design,1
590,responsive design,Responsive Design,1
670,full responsive,Responsive Design,1
681,Responsive integration,Responsive Design,1
682,Responsive Design,Responsive Design,1
2529,responsive fluide,Responsive Design,1
2850,reponsive design,Responsive Design,1
203,intégration responsive,Responsive Integration,1
531,Intégration Web Responsive Design,Responsive Integration,1
86,REST,REST API,1
560,rest,REST API,1
917,API REST,REST API,1
1229,REST API,REST API,1
1614,Rest,REST API,1
2494,Services Web RESTful,REST API,1
2621,Services web RESTful,REST API,1
2674,Retro-engineering,Retro-engineering,1
949,RGPD,RGPD,1
1784,Privacy,RGPD,1
3700,Cookies RGPD,RGPD,1
3747,Rhapsody,Rhapsody,1
3063,Rhinoceros,Rhino3D,1
3143,Rhino3D,Rhino3D,1
3194,Rhinocéros 3D,Rhino3D,1
3206,Rhinoceros 3D,Rhino3D,1
3207,Rhino,Rhino3D,1
3301,rhinoceros 3D,Rhino3D,1
3488,rhinoceros 3d,Rhino3D,1
3494,Rhino 3D,Rhino3D,1
2056,Ebios RM,Risk Management,1
2059,Risk Management,Risk Management,1
2365,Analyse de risques,Risk Management,1
1737,ROS,Robotique,1
1739,Robotics,Robotique,1
3751,Robotique,Robotique,1
3752,Robotic Process Automation,Robotique,1
2778,Routage,Routing/Switching,1
1157,Rspec,Rspec,1
2426,rspec,RSpec,1
1996,RTSP,RTSP,1
42,Ruby,Ruby,1
2263,ruby,Ruby,1
40,Ruby on Rails,Ruby on Rails,1
459,Rust,Rust,1
1546,Actix Web,Rust,1
1440,Sage,Sage,1
1441,Sage X3,Sage,1
1442,sage 100,Sage,1
2580,Sails.js,Sails.js,1
1067,Salesforce,Salesforce,1
1312,pardot,Salesforce,1
1679,CPQ,Salesforce,1
2238,Salesforce Commerce Cloud,Salesforce,1
2239,ISML,Salesforce,1
1850,Saltstack,SaltStack,1
1900,Samba,Samba,1
2670,Sanity,Sanity,1
2343,SAP,SAP,1
2412,hybris,SAP,1
2430,SAP CRM,SAP,1
2431,SAP développement,SAP,1
1266,SAP Customer experience,SAP,1
1267,Hybris,SAP,1
1146,Scala,Scala,1
791,Scikit-learn,Scikit-learn,1
1731,sklearn,Scikit-learn,1
2166,scikit-learn,Scikit-Learn,1
2340,Scilab,Scilab,1
885,Scrapping,Scraping,1
1201,Web Scraping,Scraping,1
1681,Scraping,Scraping,1
1788,web scraping,Scraping,1
1849,scraping,Scraping,1
1851,scrapping,Scraping,1
2134,Web scraping,Scraping,1
2167,webscrapping,Scraping,1
2203,Scrapy,Scraping,1
